ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION X (°),ORIENTATION Y (°),ORIENTATION Z (°),PROXIMITY (i),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),Satellites in range,Temperature (F),Level (%),Voltage (Volt),Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
0.5674,6.1471,7.7919,0.812,6.1639,7.584,-0.1657,0.0533,-0.1087,0.0112,0.1232,-0.0151,-22.88,-27.51,-18.78,112.05,-38.78,-6.37,2,57.521,19.519264,-96.91558,,,309.6774,13 / 15,84.4,86,4.019,681744,2014-11-08 14:04:16:804
0.6752,6.0609,7.4448,0.7171,6.1266,7.6237,-0.0392,0.0656,-0.2559,-0.022,0.1308,-0.0168,-22.83,-27.42,-19.15,110.21,-38.9,-5.42,2,66.781,19.519264,-96.91558,,,309.6774,13 / 15,84.6,86,3.989,682244,2014-11-08 14:04:17:304
0.6644,5.8155,7.4148,0.6872,5.9806,7.7415,-0.1171,0.1355,0.0796,0.002,-0.0817,0.0168,-22.84,-27.01,-19.53,110.75,-37.58,-5.07,2,75.685,19.519264,-96.91558,,,309.6774,14 / 15,84.6,86,3.989,682745,2014-11-08 14:04:17:805
-0.1209,5.1104,7.1192,0.6808,5.6484,7.9876,-1.1805,-0.2179,-0.4182,-0.2093,0.0378,0.0029,-23.67,-25.82,-20.78,110.5,-35.72,-4.6,2,76.543,19.519264,-96.91558,,,309.6774,14 / 15,84.6,86,3.989,683245,2014-11-08 14:04:18:305
0.7374,5.223,8.691,0.7084,5.0001,8.4064,-0.1479,-0.7145,0.8231,0.346,1.369,-0.2184,-22.64,-24.64,-24.12,111.72,-30.66,-4.82,2,70.255,19.519264,-96.91558,,,309.6774,14 / 15,84.6,86,3.989,683745,2014-11-08 14:04:18:805
0.5136,5.4528,7.8219,0.5176,5.4863,8.1119,0.1973,-0.0534,-0.2869,-0.0464,-0.3401,-0.0534,-22.69,-26.2,-21.93,112.07,-34.28,-0.26,2,64.226,19.519264,-96.91558,,,309.6774,14 / 15,84.6,86,3.989,684245,2014-11-08 14:04:19:305
0.3986,5.6922,7.8374,0.4513,5.5048,8.1034,-0.0178,0.1559,-0.2463,0.0439,0.0983,-0.02,-23.14,-26.16,-21.33,112.5,-34.15,-3.19,2,62.31,19.519264,-96.91558,,,309.6774,14 / 15,84.6,86,3.989,684746,2014-11-08 14:04:19:806
0.5926,5.5881,7.5346,0.5228,5.6658,7.9872,0.1051,-0.1129,-0.4298,0.0478,0.0083,-0.0283,-23.09,-26.67,-20.58,112.76,-34.89,-1.45,2,60.294,19.519264,-96.91558,,,309.6774,14 / 15,84.6,86,3.989,685246,2014-11-08 14:04:20:306
0.7997,5.9185,8.1654,0.4509,5.7197,7.9531,0.3564,0.2139,0.201,0.0093,-0.0283,-0.0305,-22.77,-26.78,-20,113.6,-35.67,-3.19,2,57.769,19.519264,-96.91558,,,309.6774,dic-15,84.6,86,3.989,685746,2014-11-08 14:04:20:806
0.7901,5.7401,7.6327,0.4355,5.8756,7.8395,0.3196,-0.1157,-0.2196,0.0185,0.0022,-0.0115,-23.13,-26.82,-19.49,112.57,-36.45,-3.37,2,54.788,19.519264,-96.91558,,,309.6774,dic-15,84.6,86,3.989,686246,2014-11-08 14:04:21:306
1.1456,5.7521,7.1682,0.6594,6.0592,7.6826,0.3663,-0.3651,-0.4569,0.1439,-0.0464,-0.1081,-23.28,-27.68,-18.2,114.45,-38.16,-4.91,2,58.739,19.519264,-96.91558,,,309.6774,dic-14,84.6,86,3.989,686748,2014-11-08 14:04:21:808
0.6404,6.0561,7.3478,0.5557,6.3198,7.4781,0.2631,-0.2651,-0.1402,0.0776,0.0727,0.0334,-23.89,-28.2,-17.48,112.49,-39.85,-5.13,2,67.757,19.519264,-96.91558,,,309.6774,dic-14,84.6,86,3.989,687249,2014-11-08 14:04:22:309
0.8715,6.3817,7.3897,0.585,6.3466,7.4531,0.2672,0.0397,-0.0657,0.0171,-0.1074,-0.0137,-23.58,-28.41,-17.33,110.89,-40.22,-4.39,2,58.749,19.519264,-96.91558,,,309.6774,nov-14,84.6,86,3.989,687750,2014-11-08 14:04:22:810
0.9254,6.3877,7.3394,0.5967,6.3449,7.4536,0.3197,0.0538,-0.1228,-0.0024,-0.0012,-0.0229,-23.84,-28.24,-17.56,110.71,-40.32,-4.58,2,51.742,19.519264,-96.91558,,,309.6774,nov-14,84.6,86,3.989,688250,2014-11-08 14:04:23:310
1.0139,6.2644,7.519,0.6758,6.1946,7.5724,0.3586,0.0574,-0.045,0.0254,0.0366,-0.0239,-24.23,-28.24,-18.05,111.74,-39.51,-4.55,2,53.026,19.519264,-96.91558,,,309.6774,dic-15,84.6,86,3.989,688751,2014-11-08 14:04:23:811
0.9685,6.0944,7.6626,0.6468,6.197,7.5729,0.3054,-0.0929,0.0832,0.0371,-0.0198,-0.0046,-24.12,-27.85,-18.07,112.08,-39.19,-4.88,2,57.894,19.519264,-96.91558,,,309.6774,dic-15,84.6,86,3.989,689251,2014-11-08 14:04:24:311
0.9912,6.3267,7.6447,0.6795,6.1779,7.5857,0.3138,0.1488,0.0588,0.0234,-0.0281,-0.0307,-24.44,-28,-18.2,112.15,-39.09,-5.12,2,56.58,19.519016,-96.9155,4354.19,2.02,16.129032,dic-15,84.6,86,3.989,689751,2014-11-08 14:04:24:811
0.8452,6.1268,7.4041,0.7149,6.1866,7.5753,0.1518,-0.0634,-0.1703,0.0059,0.0647,0.0015,-23.93,-27.98,-18.07,112.06,-39.11,-5.39,2,72.157,19.519016,-96.9155,4354.19,2.02,16.129032,dic-15,84.6,86,3.989,690252,2014-11-08 14:04:25:312
0.7302,6.213,7.2173,0.7042,6.1815,7.5804,0.0764,0.0164,-0.3553,-0.0068,0.0581,0.0066,-23.54,-28.28,-18.38,111.98,-39.25,-4.97,2,51.989,19.519016,-96.9155,4354.19,2.02,16.129032,dic-15,84.6,86,3.989,690752,2014-11-08 14:04:25:812
0.826,6.1375,7.4579,0.6979,6.2005,7.5655,0.122,-0.0656,-0.1048,0.0405,0.0266,-0.01,-23.86,-27.9,-18.08,112.04,-39.12,-5.4,2,56.371,19.519016,-96.9155,4354.19,2.02,16.129032,dic-15,84.6,86,3.989,691252,2014-11-08 14:04:26:312
0.7913,6.1232,7.5621,0.7274,6.1716,7.5863,0.049,-0.0459,-0.0249,0.0112,-0.0168,-0.0083,-23.71,-27.74,-18.4,112.08,-39.11,-5.31,2,57.055,19.519016,-96.9155,4354.19,2.02,16.129032,13 / 15,84.6,86,3.989,691753,2014-11-08 14:04:26:813
0.8547,6.1196,7.5046,0.7471,6.202,7.5596,0.1117,-0.084,-0.0541,0.0459,0.0615,-0.0283,-23.99,-27.77,-18.65,110.52,-39.23,-5.64,2,58.296,19.519016,-96.9155,4354.19,2.02,16.129032,13 / 15,84.6,86,3.989,692253,2014-11-08 14:04:27:313
0.8128,6.3111,7.8123,0.7623,6.1991,7.5604,0.0606,0.1239,0.2411,-0.0195,-0.0544,-0.02,-23.97,-27.89,-18.57,110.7,-39.11,-5.57,2,59.764,19.519016,-96.9155,4354.19,2.02,16.129032,13 / 15,84.6,86,3.989,692753,2014-11-08 14:04:27:813
0.9337,6.0645,7.3502,0.7387,6.2252,7.5413,0.0588,-0.0782,-0.2929,-0.0102,0.0239,-0.0242,-23.65,-27.74,-18.12,111.57,-39.39,-5.97,2,57.748,19.519016,-96.9155,4354.19,2.02,16.129032,13 / 15,84.6,86,3.989,693255,2014-11-08 14:04:28:315
0.9206,6.1926,7.44,0.7786,6.2221,7.5399,0.1419,-0.0295,-0.0999,0.0278,-0.0547,0.0056,-23.67,-27.9,-18.1,111.6,-39.38,-5.9,2,70.251,19.519016,-96.9155,4354.19,2.02,16.129032,13 / 15,84.6,86,3.989,693756,2014-11-08 14:04:28:816
-0.5638,5.0075,6.5398,0.8863,6.2939,7.4681,-1.4502,-1.2864,-0.9283,-0.0068,0.0649,0.1103,-23.95,-27.62,-17.43,111.89,-40,-6.83,2,57.905,19.519016,-96.9155,4354.19,2.02,16.129032,13 / 15,84.6,86,3.989,694257,2014-11-08 14:04:29:317
-0.4896,4.6627,8.339,-0.505,4.4299,8.7345,0.0153,0.2328,-0.3955,-0.001,-0.3225,-0.4182,-21.93,-21.4,-29.4,104.77,-26.85,3.31,2,69.346,19.519016,-96.9155,4354.19,2.02,16.129032,dic-15,84.6,86,3.989,694757,2014-11-08 14:04:29:817
-0.0204,3.4716,8.6455,0.9768,4.5956,8.6079,-0.9971,-1.124,0.0375,-0.101,-0.4145,0.3023,-24.4,-21.18,-26.52,109.21,-27.25,2.85,0,68.344,19.519016,-96.9155,4354.19,2.02,16.129032,dic-15,84.6,86,3.989,695257,2014-11-08 14:04:30:317
2.4277,3.8044,8.9423,1.4822,3.8976,8.8759,0.9455,-0.0932,0.0664,-0.2913,-0.3818,-0.1532,-28.88,-16.47,-24.53,92.49,-26.42,-10.49,0,69.506,19.519016,-96.9155,4354.19,2.02,16.129032,13 / 15,84.6,86,3.989,695757,2014-11-08 14:04:30:817
-1.2905,3.8032,8.74,-0.9959,3.6694,9.0396,-0.2946,0.1338,-0.2995,-0.0522,0.1381,-0.3543,-20.75,-20.13,-31.77,107.11,-21.97,6.29,2,58.881,19.519016,-96.9155,4354.19,2.02,16.129032,13 / 15,84.6,86,3.989,696257,2014-11-08 14:04:31:317
-1.0834,2.6635,9.6666,-0.6084,2.624,9.4295,-0.475,0.0396,0.2371,-0.1771,-0.1993,0.2952,-20.46,-19.19,-32.01,114.66,-15.52,3.69,2,62.144,19.519016,-96.9155,4354.19,2.02,16.129032,14 / 15,84.6,86,3.989,696757,2014-11-08 14:04:31:817
-0.9074,2.3679,8.9004,0.0085,2.4467,9.4965,-0.9159,-0.0788,-0.5961,-0.1098,0.0686,0.3982,-21.91,-19.9,-30.55,117.62,-15.32,-0.85,2,58.128,19.519016,-96.9155,4354.19,2.02,16.129032,14 / 15,84.6,86,3.989,697257,2014-11-08 14:04:32:317
0.1987,2.0339,9.596,0.3303,2.4736,9.4838,-0.1316,-0.4398,0.1122,0.1527,-0.1069,-0.2508,-23.78,-17.09,-30.66,110.19,-14.61,-1.99,2,54.393,19.519016,-96.9155,4354.19,2.02,16.129032,14 / 15,84.6,86,3.989,697757,2014-11-08 14:04:32:817
0.395,2.8419,9.0501,0.4358,3.1186,9.2874,0.3207,0.1567,-0.4815,-0.0708,-0.1632,-0.142,-23.8,-20.31,-28.6,112.55,-18.54,-2.69,2,58.681,19.519016,-96.9155,4354.19,2.02,16.129032,14 / 15,84.6,86,3.989,698257,2014-11-08 14:04:33:317
-0.164,3.462,8.7149,0.4484,2.821,9.3814,-0.2413,-0.2424,-0.329,0.6148,-1.2899,-0.1913,-23.63,-19.86,-28.92,114.92,-16.72,-2.74,2,57.063,19.519016,-96.9155,4354.19,2.02,16.129032,13 / 15,84.6,86,3.989,698757,2014-11-08 14:04:33:817
2.7689,4.1515,8.2193,2.7254,4.3854,8.3373,0.0435,-0.2339,-0.118,-0.1435,-0.5885,-0.0256,-27.98,-24.51,-17.3,117.79,-26.56,-18.1,2,66.567,19.519016,-96.9155,4354.19,2.02,16.129032,13 / 15,84.6,86,3.989,699257,2014-11-08 14:04:34:317
7.7704,4.2126,4.4604,6.2174,5.0871,5.6246,1.5529,-0.8745,-1.1642,2.6721,-0.5533,1.4895,-35.63,-6.63,-0.75,101.06,-24.46,-22.51,2,58.627,19.519016,-96.9155,4354.19,2.02,16.129032,13 / 15,84.6,86,3.989,699757,2014-11-08 14:04:34:817
8.0325,5.132,0.9948,7.8067,5.6036,1.9557,0.2258,-0.4716,-0.9609,0.0654,-0.0166,-0.1764,-35.85,0.73,3.41,32.67,-34.04,-74.22,2,67.517,19.519016,-96.9155,4354.19,2.02,16.129032,13 / 15,84.6,86,3.989,700259,2014-11-08 14:04:35:319
7.4986,5.5402,2.0207,7.559,5.912,2.0197,0.0904,-0.3156,-0.1822,-0.0961,-0.1464,-0.0642,-35.18,-2.9,6.56,43.07,-37.08,-75.04,2,62.828,19.519016,-96.9155,4354.19,2.02,16.129032,14 / 15,84.6,86,3.989,700759,2014-11-08 14:04:35:819
6.9049,6.2022,3.4189,6.8541,6.0497,3.5486,-0.3897,0.1297,-0.1405,-0.1215,-0.0227,-0.1278,-36.04,-6.32,1.09,47.4,-37.43,-65.02,2,66.016,19.519016,-96.9155,4354.19,2.02,16.129032,14 / 15,84.6,86,3.989,701259,2014-11-08 14:04:36:319
6.9791,6.4021,3.1675,6.661,6.3327,3.4203,0.1625,0.0215,-0.5856,0.0444,0.0505,-0.1093,-36.08,-8.25,-0.64,46.3,-40.22,-62.82,2,59.333,19.519016,-96.9155,4354.19,2.02,16.129032,14 / 15,84.6,86,3.989,701759,2014-11-08 14:04:36:819
5.5689,7.6507,5.0314,3.4322,6.2526,6.7302,-1.2989,-1.8353,0.3902,-2.5559,1.9784,-1.5478,-34.54,-13.42,-4.07,53.81,-43.36,-55.82,2,61.782,19.519016,-96.9155,4354.19,2.02,16.129032,14 / 15,84.6,86,3.989,702259,2014-11-08 14:04:37:319
1.4712,6.4033,7.7632,1.6257,6.3242,7.3165,-0.6249,-0.0682,0.1282,0.2157,-0.4065,-0.0168,-26.37,-23.5,-20.6,94.08,-40.16,-12.53,2,62.902,19.519016,-96.9155,4354.19,2.02,16.129032,14 / 15,84.6,86,3.989,702761,2014-11-08 14:04:37:821
1.7322,7.0749,6.6679,2.1184,7.0501,6.4792,-0.7657,0.1182,-0.0052,-0.2196,0.2103,0.0893,-27.75,-25.37,-15.2,89.53,-47.36,-18.91,2,62.154,19.519016,-96.9155,4354.19,2.02,16.129032,14 / 15,84.6,86,3.989,703262,2014-11-08 14:04:38:322
2.0291,6.5625,6.7947,2.4923,6.802,6.61,-0.5614,0.0035,-0.4042,-0.2332,0.1664,-0.0493,-28.13,-24.38,-15.14,91.92,-43.92,-20.66,2,59.492,19.519016,-96.9155,4354.19,2.02,16.129032,14 / 15,84.6,86,3.989,703763,2014-11-08 14:04:38:823
2.4301,6.6403,6.5972,2.4198,6.4131,7.0134,-0.2734,-0.1163,-0.2677,0.0571,0.2457,-0.0032,-28.43,-23.11,-16.02,95.01,-40.85,-20.28,2,61.504,19.519016,-96.9155,4354.19,2.02,16.129032,14 / 15,84.6,86,3.989,704263,2014-11-08 14:04:39:323
1.9525,6.6583,5.4265,2.0873,6.196,7.3091,-0.0211,0.0038,-0.5515,0.1108,-0.9127,-0.0061,-28.11,-22.71,-19.17,92.99,-39.13,-14.7,2,63.76,19.519016,-96.9155,4354.19,2.02,16.129032,14 / 15,84.6,86,3.989,704763,2014-11-08 14:04:39:823
7.4603,6.1363,5.7365,6.0686,5.814,5.0537,0.4054,-0.8951,1.2849,0.0107,-1.4668,0.2684,-31.48,-21.33,-4.61,95.63,-38.01,-39.41,2,57.398,19.519016,-96.9155,4354.19,2.02,16.129032,14 / 15,84.6,86,3.989,705266,2014-11-08 14:04:40:326
7.9751,5.782,3.3411,7.1088,5.1833,4.3323,0.3946,0.1283,-0.5938,-0.3523,0.009,-0.0488,-29.54,-21.48,7.8,106.12,-31.91,-58.64,2,59.677,19.519016,-96.9155,4354.19,2.02,16.129032,14 / 15,84.6,86,3.989,705766,2014-11-08 14:04:40:826
8.2265,4.1743,0.164,8.3608,5.1029,0.4771,0.6773,0.1811,0.149,0.1522,-0.5807,0.3152,-24.29,-15.48,21.25,93.73,-34.51,-82.19,2,61.012,19.519016,-96.9155,4354.19,2.02,16.129032,14 / 15,84.6,86,3.989,706267,2014-11-08 14:04:41:327
8.4348,4.3838,-0.249,8.6226,4.6684,0.1636,-0.1376,0.0961,-0.3025,0.0234,-0.0717,-0.0107,-23.09,-14.39,22.77,93.92,-28.64,-88.13,2,59.688,19.519016,-96.9155,4354.19,2.02,16.129032,13 / 15,84.6,86,3.989,706768,2014-11-08 14:04:41:828
8.7293,4.5741,0.2143,8.6684,4.5543,0.5366,0.1208,-0.0927,-0.3116,-0.0122,0.0346,-0.0344,-23.67,-14.45,21.81,94.65,-27.67,-86.46,2,59.649,19.519016,-96.9155,4354.19,2.02,16.129032,13 / 15,84.6,86,3.989,707268,2014-11-08 14:04:42:328
8.1702,4.6088,0.3424,8.6702,4.5778,0.2022,-0.506,0.0693,0.3568,-0.0254,0.072,-0.0437,-23.54,-15.01,22.02,95.83,-27.83,-88.66,2,59.138,19.519016,-96.9155,4354.19,2.02,16.129032,13 / 15,84.6,86,3.989,707768,2014-11-08 14:04:42:828
7.7417,4.1085,-2.7497,8.6989,4.0142,-2.0944,0.2303,-0.0039,-0.902,-0.0342,0.4243,-0.0856,-15.18,-12.01,29.95,92.71,-23.43,-106.17,2,58.266,19.519016,-96.9155,4354.19,2.02,16.129032,13 / 15,84.6,86,3.989,708270,2014-11-08 14:04:43:330
8.8526,3.887,-1.4772,8.9203,3.9755,-0.8914,-0.0222,-0.0574,-0.4793,-0.0049,0.0398,0.019,-20.52,-11.71,26.14,93.33,-24.08,-99.49,2,56.691,19.519016,-96.9155,4354.19,2.02,16.129032,13 / 15,84.6,86,3.989,708770,2014-11-08 14:04:43:830
8.916,3.8427,-0.6297,8.9743,3.9135,-0.5639,-0.0427,-0.0217,-0.4968,0.0078,0.2135,0.0054,-22.84,-11.23,24.49,89.92,-23.74,-95.2,2,58.886,19.519016,-96.9155,4354.19,2.02,16.129032,13 / 15,84.6,86,3.989,709270,2014-11-08 14:04:44:330
8.7281,3.8152,-0.6536,9.028,3.7909,-0.5429,0.0365,-0.1326,-0.3454,0.0229,-0.0947,0.1147,-24.03,-11.21,23.65,90.55,-23.09,-93.08,2,60.011,19.519016,-96.9155,4354.19,2.02,16.129032,13 / 15,84.6,86,3.989,709770,2014-11-08 14:04:44:830
9.2392,3.7326,-0.7614,9.1081,3.618,-0.352,-0.6853,-0.0829,0.0958,0.0093,0.1454,-0.0795,-24.89,-10.63,22.92,91.77,-21.65,-92.21,2,68.426,19.519016,-96.9155,4354.19,2.02,16.129032,13 / 15,84.6,86,3.989,710270,2014-11-08 14:04:45:330
9.0848,3.3662,0.1125,9.1337,3.504,-0.6849,0.3031,0.1029,0.2144,0.0215,0.072,-0.02,-24.01,-10.27,23.63,90.38,-20.93,-94.29,2,60.117,19.519016,-96.9155,4354.19,2.02,16.129032,13 / 15,84.6,86,3.989,710771,2014-11-08 14:04:45:831
9.2225,3.4752,-0.4537,9.152,3.4759,-0.5748,-0.0324,0.1346,0.193,0.0361,0.163,-0.0281,-23.71,-10.7,23.56,93,-20.75,-94.37,2,63.951,19.519016,-96.9155,4354.19,2.02,16.129032,13 / 15,84.6,86,3.989,711272,2014-11-08 14:04:46:332
8.9771,3.7062,-0.5291,9.1277,3.5222,-0.6712,0.0062,0.3253,0.5922,0.0908,0.0832,-0.0893,-24.18,-10.91,23.69,92.68,-21.05,-94.21,2,77.243,19.519016,-96.9155,4354.19,2.02,16.129032,13 / 15,84.6,86,3.989,711772,2014-11-08 14:04:46:832
9.329,3.6907,-0.1628,9.1249,3.5446,-0.5852,0.2041,0.1461,0.4224,-0.0551,0.0795,-0.0024,-24.34,-10.94,23.52,92.67,-21.19,-93.67,2,77.601,19.519016,-96.9155,4354.19,2.02,16.129032,14 / 15,84.7,85,4.007,712272,2014-11-08 14:04:47:332
9.3434,3.6129,-0.4717,9.1241,3.5403,-0.6228,0.2193,0.0726,0.1511,0.0498,0.011,0.0049,-24.42,-10.81,23.22,92.78,-21.19,-93.91,2,60.277,19.519016,-96.9155,4354.19,2.02,16.129032,14 / 15,84.7,85,4.007,712774,2014-11-08 14:04:47:834
8.9854,3.5757,-0.6704,9.1092,3.5644,-0.6983,-0.1238,0.0114,0.0279,0.0034,-5.00E-04,-0.0276,-24.21,-10.94,23.2,92.64,-21.21,-94.31,2,58.917,19.519016,-96.9155,4354.19,2.02,16.129032,14 / 15,84.7,85,4.007,713282,2014-11-08 14:04:48:342
9.0333,3.7565,-0.516,9.1003,3.5899,-0.6834,-0.067,0.1666,0.1675,0.0268,0.0324,-0.0251,-24.4,-10.68,23.31,92.29,-21.47,-94.29,2,58.53,19.519016,-96.9155,4354.19,2.02,16.129032,14 / 15,84.7,85,4.007,713782,2014-11-08 14:04:48:842
9.1183,3.7385,-0.5327,9.0892,3.632,-0.6041,0.0291,0.1066,0.0714,0.001,-0.0027,-0.0039,-24.1,-10.85,23.43,91.95,-21.68,-94,2,59.039,19.519016,-96.9155,4354.19,2.02,16.129032,14 / 15,84.7,85,4.007,714283,2014-11-08 14:04:49:343
9.0728,3.8499,-0.3172,9.0719,3.6707,-0.6298,9.00E-04,0.1792,0.3126,0.0151,0.042,-0.0407,-24.14,-10.94,23.37,91.84,-21.89,-94,2,59.896,19.519016,-96.9155,4354.19,2.02,16.129032,14 / 15,84.7,85,4.007,714783,2014-11-08 14:04:49:843
8.8849,3.9217,-0.1867,9.0541,3.716,-0.6203,-0.1692,0.2057,0.4336,0.0781,-0.0212,-0.0178,-23.93,-10.68,23.99,91.25,-22.27,-93.92,2,61.059,19.519016,-96.9155,4354.19,2.02,16.129032,14 / 15,84.7,85,4.007,715284,2014-11-08 14:04:50:344
8.9388,3.7828,-0.65,9.0455,3.7346,-0.6347,-0.1067,0.0482,-0.0154,0.0215,-0.0583,0.0124,-23.99,-10.36,23.65,88.78,-22.38,-93.82,2,58.994,19.519016,-96.9155,4354.19,2.02,16.129032,13 / 15,84.7,85,4.007,715784,2014-11-08 14:04:50:844
8.9328,3.7421,-0.5626,9.0298,3.7658,-0.6713,-0.0971,-0.0237,0.1086,0.0093,0.0151,-0.0139,-23.93,-10.48,23.89,90.99,-22.48,-94.2,2,56.19,19.519016,-96.9155,4354.19,2.02,16.129032,13 / 15,84.7,85,4.007,716285,2014-11-08 14:04:51:345
8.8346,3.8882,-0.2334,9.0299,3.7686,-0.6556,-0.0887,0.0322,0.0954,0.0176,-0.0183,-0.0215,-24.23,-10.51,23.78,90.81,-22.55,-94.12,2,53.444,19.519016,-96.9155,4354.19,2.02,16.129032,13 / 15,84.7,85,4.007,716786,2014-11-08 14:04:51:846
9.0094,3.8499,-0.6069,9.0166,3.8062,-0.6202,-0.0814,0.155,0.2886,-5.00E-04,0.0239,-0.0181,-24.14,-10.4,23.84,88.17,-22.8,-94.02,2,55.481,19.519016,-96.9155,4354.19,2.02,16.129032,13 / 15,84.7,85,4.007,717286,2014-11-08 14:04:52:346
8.6431,4.0785,0.0036,8.7526,4.4104,-0.3319,-0.5393,-0.3606,0.3821,-0.0371,0.1422,-0.3218,-23.84,-11.94,23.73,91.2,-24.39,-93.23,2,55.262,19.518469,-96.91541,,,8780.6455,14 / 15,84.7,85,4.007,717786,2014-11-08 14:04:52:846
7.2808,4.5322,3.4441,8.029,5.1702,2.2306,-1.6149,-0.3722,1.0171,-0.7056,0.7985,-0.5809,-27.38,-18.12,15.48,95.87,-30.37,-80.98,2,54.257,19.518469,-96.91541,,,8780.6455,14 / 15,84.7,85,4.007,718286,2014-11-08 14:04:53:346
6.195,5.685,6.9192,5.3151,4.7182,6.7571,0.5842,-0.1788,0.2244,0.3791,0.5851,-0.3267,-29.78,-22.66,-7.81,114.82,-28.79,-42.59,2,56.88,19.518469,-96.91541,,,8780.6455,14 / 15,84.7,85,4.007,718788,2014-11-08 14:04:53:848
3.7661,5.6814,8.5605,4.2383,5.0965,7.2273,-1.8381,2.0047,1.8312,0.8046,0.2367,1.4812,-28.04,-23.63,-12.67,117.02,-33.24,-29.93,2,68.049,19.518469,-96.91541,,,8780.6455,13 / 15,84.7,85,4.007,719289,2014-11-08 14:04:54:349
3.4213,6.5015,7.6052,2.9712,5.6968,7.4087,1.0366,-0.1123,-0.2967,0.5485,1.468,0.5958,-29.93,-11.28,-22.32,60.21,-34.27,-26.93,2,74.758,19.518469,-96.91541,,,8780.6455,13 / 15,84.7,85,4.007,719789,2014-11-08 14:04:54:849
4.1755,4.4616,6.5565,2.8573,5.317,7.7289,1.5121,-1.0002,-0.9569,-0.2781,-0.545,-0.5931,-27.59,-7.21,-27.4,47.01,-36.84,-23.9,2,72.678,19.518469,-96.91541,,,8780.6455,13 / 15,84.7,85,4.007,720289,2014-11-08 14:04:55:349
2.1452,2.6384,8.4324,4.9567,3.7428,7.589,-2.8115,-1.1044,0.8434,-1.1657,-0.3921,-0.5499,-29.24,-22.53,-8.75,117.66,-26.94,-36.54,2,72.94,19.518469,-96.91541,,,8780.6455,13 / 15,84.7,85,4.007,720790,2014-11-08 14:04:55:850
3.7864,3.322,6.6439,4.3452,3.6703,7.9886,-0.5588,-0.3484,-1.3447,0.7324,0.0464,0.2962,-26.01,-26.05,-15.11,137.38,-16.28,-26.11,2,69.35,19.518469,-96.91541,,,8780.6455,14 / 15,84.7,85,4.007,721290,2014-11-08 14:04:56:350
4.95,2.6492,9.0656,3.7955,3.5025,8.3365,1.1545,-0.8533,0.7291,-0.7544,-0.7049,-1.4456,-25.92,-25.37,-14.94,130.24,-21.51,-26.29,2,59.99,19.518469,-96.91541,,,8780.6455,14 / 15,84.7,85,4.007,721790,2014-11-08 14:04:56:850
2.5103,5.0147,7.7321,3.6251,4.4295,7.9629,-1.1148,0.5852,-0.2309,1.0657,-0.0903,0.0366,-19.28,-32.4,-14.56,155.48,-16.78,-26.1,2,59.056,19.518469,-96.91541,,,8780.6455,14 / 15,84.7,85,4.007,722290,2014-11-08 14:04:57:350
4.2162,5.4684,6.8127,2.182,7.3764,6.0826,2.0342,-1.908,0.7301,0.7441,2.4444,1.1411,-29.05,-23.41,-8.13,129.81,-32.41,-21.61,2,64.339,19.518469,-96.91541,,,8780.6455,14 / 15,84.7,85,4.007,722790,2014-11-08 14:04:57:850
-0.067,6.201,8.1247,0.6225,5.4392,8.1362,-0.6895,0.7618,-0.0115,-0.7436,0.9786,0.9818,-19.83,-4.5,-36.94,32,-41.59,-8.22,2,72.531,19.518469,-96.91541,,,8780.6455,14 / 15,84.7,85,4.007,723290,2014-11-08 14:04:58:350
1.2917,5.2182,7.3167,1.2892,6.7595,6.987,0.0025,-1.5413,0.3297,-0.465,0.0427,-0.1659,-9.84,-1.63,-42,356.19,-41.18,-17.73,2,65.92,19.518469,-96.91541,,,8780.6455,14 / 15,84.7,85,4.007,723790,2014-11-08 14:04:58:850
2.0482,6.462,7.8147,1.5678,5.7212,7.809,0.4805,0.7408,0.0056,-0.1576,-0.0759,-0.2079,-7.46,4.1,-41.94,357.14,-35.69,-11.35,2,61.478,19.518469,-96.91541,,,8780.6455,14 / 15,84.7,85,4.007,724290,2014-11-08 14:04:59:350
0.8751,4.8016,7.8111,1.7772,5.5264,7.9038,-0.9022,-0.7248,-0.0928,0.0181,-0.417,-0.0886,-9.76,4.69,-41.32,2.32,-34.2,-11.86,2,56.745,19.518469,-96.91541,,,8780.6455,14 / 15,84.7,85,4.007,724790,2014-11-08 14:04:59:850
1.4497,4.8507,7.0306,1.433,5.677,7.8669,0.0167,-0.8263,-0.8364,0.4699,0.8383,0.1813,-5.98,4.72,-41.89,356.75,-35.37,-10.32,2,55.477,19.518469,-96.91541,,,8780.6455,14 / 15,84.7,85,4.007,725290,2014-11-08 14:05:00:350
